20230601 022800;1.068170;1.068250;1.068070;1.068070;0
20230601 022900;1.068070;1.068170;1.067960;1.067960;0
20230601 023000;1.067970;1.068010;1.067860;1.068010;0
20230601 023100;1.067970;1.067990;1.067890;1.067940;0
20230601 023200;1.067970;1.068020;1.067880;1.067920;0
20230601 023300;1.067920;1.067930;1.067660;1.067670;0
20230601 023400;1.067680;1.067690;1.067430;1.067690;0
20230601 023500;1.067690;1.067780;1.067680;1.067780;0
20230601 023600;1.067780;1.068050;1.067760;1.068040;0
20230601 023700;1.068030;1.068120;1.067960;1.068010;0
20230601 023800;1.068020;1.068110;1.068010;1.068050;0
20230601 023900;1.068040;1.068120;1.068040;1.068090;0
20230601 024000;1.068090;1.068150;1.068010;1.068010;0
20230601 024100;1.068020;1.068040;1.067890;1.068040;0
20230601 024200;1.068030;1.068090;1.067900;1.067910;0
20230601 024300;1.067900;1.068050;1.067880;1.068020;0
20230601 024400;1.068020;1.068020;1.067900;1.067900;0
20230601 024500;1.067890;1.068180;1.067870;1.067940;0
20230601 024600;1.067930;1.067980;1.067890;1.067900;0
20230601 024700;1.067890;1.068150;1.067890;1.068140;0
20230601 024800;1.068150;1.068290;1.068140;1.068250;0
20230601 024900;1.068240;1.068250;1.068150;1.068250;0
20230601 025000;1.068240;1.068240;1.068020;1.068120;0
20230601 025100;1.068110;1.068250;1.068110;1.068230;0
20230601 025200;1.068200;1.068200;1.068040;1.068100;0
20230601 025300;1.068110;1.068110;1.068060;1.068060;0
20230601 025400;1.068050;1.068060;1.067820;1.067890;0
20230601 025500;1.067890;1.067930;1.067800;1.067840;0
20230601 025600;1.067840;1.067850;1.067700;1.067830;0
20230601 025700;1.067810;1.068230;1.067720;1.068200;0
20230601 025800;1.068220;1.068350;1.068180;1.068290;0
20230601 025900;1.068300;1.068540;1.068300;1.068420;0
20230601 030000;1.068420;1.068640;1.068070;1.068590;0
20230601 030100;1.068590;1.068650;1.068390;1.068420;0
20230601 030200;1.068430;1.068480;1.068130;1.068220;0
20230601 030300;1.068210;1.068250;1.068030;1.068140;0
20230601 030400;1.068140;1.068150;1.067980;1.068060;0
20230601 030500;1.068040;1.068300;1.068040;1.068180;0
20230601 030600;1.068180;1.068390;1.068090;1.068350;0
20230601 030700;1.068330;1.068480;1.068290;1.068460;0
20230601 030800;1.068470;1.068480;1.068230;1.068340;0
20230601 030900;1.068340;1.068460;1.068300;1.068400;0
20230601 031000;1.068400;1.068400;1.068190;1.068210;0
20230601 031100;1.068210;1.068430;1.068210;1.068230;0
20230601 031200;1.068220;1.068290;1.068110;1.068240;0
20230601 031300;1.068260;1.068410;1.068220;1.068410;0
20230601 031400;1.068400;1.068520;1.068380;1.068470;0
20230601 031500;1.068460;1.068530;1.068140;1.068140;0
20230601 031600;1.068160;1.068170;1.067920;1.067970;0
20230601 031700;1.067980;1.067980;1.067790;1.067830;0
20230601 031800;1.067820;1.067820;1.067610;1.067630;0
20230601 031900;1.067620;1.067630;1.067480;1.067520;0
20230601 032000;1.067520;1.067700;1.067520;1.067660;0
20230601 032100;1.067690;1.067700;1.067440;1.067450;0
20230601 032200;1.067460;1.067590;1.067390;1.067500;0
20230601 032300;1.067510;1.067530;1.067240;1.067350;0
20230601 032400;1.067360;1.067540;1.067360;1.067540;0
20230601 032500;1.067540;1.067640;1.067490;1.067490;0
20230601 032600;1.067500;1.067680;1.067360;1.067680;0
20230601 032700;1.067670;1.067680;1.067590;1.067630;0
20230601 032800;1.067630;1.067640;1.067400;1.067480;0
20230601 032900;1.067480;1.067520;1.067200;1.067230;0
20230601 033000;1.067230;1.067450;1.067200;1.067430;0
20230601 033100;1.067440;1.067500;1.067380;1.067490;0
20230601 033200;1.067480;1.067510;1.067190;1.067230;0
